Name,Date,Type,Shipbuilder,Builder,Official Number,Construction,id,Dimensions,Owner,Shipowner,Associated,Description
BALLATER,1876,"STEAMER, CARGO","Hall, Russell & Company, Limited",,70450,Iron Screw,100874,"length 200 3/6ft x breadth 27 1/12ft x depth 15 3/6ft
Gross tonnage: 780 tons",,J & A Davidson,,"Yard Number: 199
Date of Build/Launch: February 1876

1877-78: Master C. Davidson
1880-81: Master A. G. McKenzie - surveyed Newcastle
1881-82: Master Innes

Description: 1 deck, 2 masts, schooner rigged, clencher built, no galleries, iron frame. 2 engines inverted, direct acting compound surface condensing engines made in Aberdeen by Hall Russel & Co.
(Source: Aberdeen Register of Shipping (Aberdeen City Archives))

19 November 1882 - holed whilst loading at Libau, Russia when in too shallow water for vessel's draft, but repaired.
Sold in February 1886 to the Grampian Steamship Co. Ltd.
Sank on 20 August 1886 after a collision with steamer CATO when 6 miles south of Whitby while on passage from the Tyne to Malta.

While commanded by John Scorgie (1849-1911) the crew of a German boat, whose vessel had been run down in the North Sea, was saved.

Aberdeen Journal, 3/5/1876:
Telegram from Capt. Davidson, master of steamer BALLATER, reports Alexander Gibson, fireman, of Virginia St., Aberdeen, had fallen overboard Wednesday night in Baltic Sea and drowned. Body recovered.

Aberdeen Weekly Journal, 7/8/1877:
Commercial Court at Archangel has awarded sum of £1750 to steamer BALLATER, of Aberdeen, for towing the PETER DER EROSSE to port in a disabled state.

Aberdeen Weekly Journal, 15/11/1881:
Capt. Innes of steamer BALLATER, which arrived 8. Nov. at Copenhagen from Bunt Island, reports having on 5 Nov. fallen in with Dutch barque NEPTUNE waterlogged & beginning to break up. Whole of crew except captain saved by a schooner 30 hours previously. Capt. Innes, after some difficulty, succeeded in taking the Dutch captain off and getting him aboard.

Aberdeen Weekly Journal, 13/7/1883:
To herring merchants & curers - fast sailing Aberdeen built steamer BALLATER is now on berth for Stettin and Danzig. Freight rates from J+A Davidson, Provost Blakie's Quay.

Aberdeen Weekly Journal, 19/4/1886:
William Angus, ships carpenter, 105 Park St., while working on steamer BALLATER at Aberdeen, met with serious accident. Hatched were being removed when one fell into hold, striking him on head and fractured his skull. Taken to infirmary.

Glasgow Herald, 21/8/1886:
Aberdeen steamer BALLATER sank quickly after collision off Whitby with screw steamer CATO, of London. Crew were all saved by jumping aboard CATO. CATO was then run into by screw steamer LEBANON, of Sunderland. CATO sank from combined blows of the two steamers. Crews of BALLATER and CATO were brought by LEBANON to the Tyne.

Nottingham Guardian, 27/8/1886:
Crew of BALLATER forwarded from North Shields to their homes by the agent of the Shipwrecked Mariners Society."
BALLOCHBUIE,1905,COASTER,DUTHIE,,,STEEL,99741,length 200 7/12' x breadth 31 1/3' x depth 12 7/12',Aberdeen Lime Company Limited,,,"Torpedoed by UC41 when 7 miles east of May Island, Firth of Forth, on passage from Aberdeen to Sunderland in ballast, 3 crew lost.  20 April 1917"
BALLOCHBUIE,1880,SCREW CARGO STEAMER,"Hall, Russell & Company, Limited",,,,100895,"length 190 3/6' x breadth 31 1/12' x depth13'
Gross Tonnage: 677 ton","J & A Davidson, Aberdeen",,,"Yard Number: 220

Description: 1 deck, 2 masts, schooner rigged, eliptical stern, clench built, no figurehead, iron frame.
1 pair inverted direct acting compound surface condensing engines made by Hall, Russell & Co. Aberdeen.
Subscribing Owners: James Davidson and Alexander Davidson, Shipowners, Aberdeen, 64 shares.
(Source: Aberdeen Register of Shipping (Aberdeen City Archives))

Ship's Masters:
1881-82: J. McDonald
1883-84: Summer
1889-02: W. French
1910: F. H. Kay
(Source: Lloyd's Register of Shipping)

Dundee Courier, 17/11/1883:
Ballochbuie, steamer, of Aberdeen, lying at North dock, Swansea, caught fire, doing considerable damage to engine room.

Dundee Courier, 27/6/1884:
Steamer Ballochbuie arrived Aberdeen with first cargo of oats brought Archangel -Aberdeen this season. White Sea being open (of ice), vessels have been able to leave earlier than usual. This consignment unprecedently early. Passage 11 days.

Aberdeen Journal, 23+25/9/1886:
Ballochbuie, which grounded near Sutton Bridge on River Ouse, floated last night after discharging deck cargo and with assistance of extra tug. No damage reported, and she proceeded to Wisbeach. She was on voyage from Tornea, Gulf of Bothnia, Finland.

Aberdeen Weekly Journal, 31/5/1889:
Sailors and Firemen's unions - General demand has been made for a rise of wages from 3 June. As showing the hold, the union has already taken in Aberdeen, on Wednesday crew of Ballochbuie, J. Davidson and Co., struck work for more money, they were offered £1.10s [per week], but refused, demanding half a crown of advance. Articles were signed yesterday forenoon. The advance being granted and vessel left port.

Glasgow Herlald, 10/6/1889:
Steamer Ballochbuie arrived Aberdeen from Sunderland with cargo of coals Friday night and seamen and firemen were paid off Saturday Morning.

Sold in February 1890 to Sollas & Sons, London.

Yorkshire Herlald, 26/2/1900:
Steamer Ballochbuie, of London, has arrived Goole after 1st trip with Bermaens patent smoke consumer. 1st time it has been fitted to a ship. Messrs Sollas, owners of ship, fitted one to her funnel. Engineer claims at least 50% of coal saved on voyage from London as a result of better draught. Device is a baloon shaped chamber, fitted with fans and an apparatus to catch the smoke. It is argued that with shorter funnel better results could have been obtained.

Transferred in December 1904 to E H Sollas.
Sold in April 1913 to J Huyghebeert, Nieuport, Belgium and renamed PAUL.
Renamed: PAUL (1913)
Sold in 1918 to L Hermans, Bruges.
26 September 1918 - torpedoed and sunk by UB21 off Robin Hood's Bay, Yorkshire."
BALLOGIE,1879,"STEAMER, CARGO","Hall, Russell & Company, Limited",,,,100889,"length 220 7/12' x breadth 29 7/12' x depth 17'
Gross Tonnage: 1004 ton","J & A Davidson, Aberdeen",,,"Steamer
launched: 1879
Broken up: 1930

Yard Number: 214

Owners: James & Alexander Davidson, shipowners, Aberdeen (64 shares)

Construction: Clench built, Iron Frame, 1 deck, 2 masts, schooner rigged, eliptical stern. No figurehead or galleries
1 pair compound inverted direct acting engines built by Hall Russell & Co, Aberdeen.
Source: Aberdeen Register of Shipping (Abdn City Archives)

Lloyds Register of Shipping
Masters:
1880-81    A G McKenzie
1881-83    C Watson
1884 Not in Lloyd's

Renamed: KATE FORSTER (1884); RAGNI (1895); ROBUR (1927); ROBUR I (1928)

Daily Gazette (Middlesborough), 26/12/1879:
Steamer Ballogie, of Aberdeen, while on voyage Rouen - Newcastle, ran down a fishing smack supposed to have belonged to Yarmouth. Feared all 9 hands aboard smack were lost.

Northern Echo, 6/2/1880:
Ballogie, Capt. Mackenzie, of Aberdeen, just arrived to Shields harbour from Carthagena, reports that while between Dudgeon and Outer Dowsing, she ran down a fishing smack, name unknown, one of crew being drowned. (Aberdeen Journal, 7/2/1880 - Smack got clear and proceeded).

Aberdeen Journal, 10&16/4/1880:
Copenhagen, 10 November, Ballogie, British steamer, Crowstadt - Rotterdam, was towed into Copenhagen after grounding. Lost screw divers have found no apparent damage to her bottom. Now awaiting owner's instructions re fixing new screw.

Aberdeen Weekly Journal, 26/4/1881:
Ballogie, Burntisland - Danzig with coals, is aground at Stoganas in a bad position. Contract has been made with Switzer for assistance.

Aberdeen Weekly Journal, 26/2/1883 and Glasgow Herald, 16/2/1883:
Ballogie on voyage Algiers - London, calling at Gibralter, laden with lead and esparto grass, went on fire on night of 13 February off Cape St. Vincent. Despite every exertion Capt. Watson and crew were unable to control the flames, which spread from the hold to masts and rigging. Boats were put out and crew left vessel until masts fell, when they returned to fight the fire. Two vessels tried and failed to take Ballogie in tow. Finally, Zad C. British steamer (620 g.t., 1868) picked up crew and towed vessel to Cadiz stern first. Tow rope broke approaching Cadiz. The British Vice Consul's boatswain, throwing himself on a piece of chain hanging from the bows, made fast tow line from steam tug Kitty, which took the burning ship to Puntales, where she was put ashore. Capt. Watson did not leave his ship till the last moment after she had been beached. No agreement made for salvage. Vessel and part of cargo insured. Believed engines are in good condition as captain took precaution of filling engine room with water.

North East Daily Gazette, 6/12/1883:
In Shields harbour, screw steamer Ballogie was hit by a screw steamer Minish, Capt. Stuart, and was considerably damaged.

Sold in January 1884 to Fisher Renwick & Co. Newcastle and renamed KATE FORSTER.

Yorkshire Herald, 4/6/1890:
Kate Forster, steamer of Newcastle, collided in Thames at East Greenwich with barge Mary, striking her amidships. Kate Forster proceeded and Mary lies sunk at Point Wharf.

Glasgow Herald, 14/1/1892:
Glasgow - Barcelona direct - First class steamer Kate Forster will be on loading berth, 14 January.

Glasgow Herland, 11/3/1895:
Gibralter, 9 March, British steamer Kate Forster, which sailed Friday, put back Saturday with feed pipe broken.

Sold in October 1895 to Dampsk. Selsk ""Ragni"" (E. Lund), Christiania, Norway and renamed RAGNI.

Belfast Newsletter, 25-6/2/1899:
On Norwegian steamer Ragni in the Tyne, Lars Larsen, carpenter acting as night watchman, stabbed Harold Holstadt, chief mate, over the heart, of which he expired in minutes. Chief engineer Gundersen was also stabbed, and stewardess jumped overboard but was rescued. Larsen was arrested and charged with murder of mate and attempted murder of engineer. According to evidence, he had been been spoken to about his conduct during the voyage and had used threatening language to the mate.

In October 1917, taken over by the Shipping Controller, London and placed under British flag. 
Returned to Norwegian owners in March 1919.
On 27 January 1923, this vessel was aground at Randers.
Sold in 1926 to E Mortensen, Oslo.
Sold in 1927 to Reder-Och. Transport Akt. Robur, Stockholm and renamed ROBUR.
Sold in 1928 to ""Polskarob"" Polsko Skandynawskie Towargzystwo Transportowc S A Gydnia, Poland and renamed ROBUR I.
Broken up in 1930.




"
BALLYLESSON,1958,"VESSEL, CARGO","Hall, Russell & Company, Limited",,300041,STEEL,101591,"length 205 3/6' x breadth 33 5/6' x depth 14 3/6'
Gross Tonnage: 1092 ton","John Kelly Ltd, Belfast",,,"Yard Number: 875

Launched by Mrs F. C. Asgill, 10th December 1958
See Burntisland Group Journal, vol. 26, pages 44- 45, February 1959

Lengthened in 1964.  

1982: Renamed LINO or LIMO and sold to the Canary Islands, owners Cedar Sea Co. S. de R. L.  (Afroships Co. Ltd.)
1988: Renamed CRISTI (HND) owners Royal Shg. & Trading Co. Ltd.
1992: Renamed SAMAA 1 (VCT) owners Samaa Asia Shipping
1994: Renamed G. MOTHER (BLZ) owners Mir Said Mir Mohsen
1994: Arrived in tow, Porbandar, 06:1994, arrested, settled in shallow water, presumed broken up 'in situ'."
BALLYLORAN,1958,"VESSEL, CARGO","Hall, Russell & Company, Limited",,300040,STEEL,101590,"length 205 3/6' x breadth 33 5/6' x depth 14 3/6'
gross tonnage: 1092 ton","John Kelly Ltd, Belfast",,,"Yard Number: 874

Launched 24th September 1958 by Mrs Mellonie, wife of a director of the ship owners, John Kelly Ltd. Belfast.
See Burntisland Group Journal, vol. 26, pages 44-45, February 1959.

Renamed: ALLA EL DEAN (1981); SIMONE (1982); SIMON (1984)

This was John Kelly's first motor vessel.

Sold 1958

Broken up at Rotterdam 1985.

Source: shipspotting.com

"
BALLYRORY,1962,COLLIER,"Hall, Russell & Company, Limited",,300064,,101618,"length 240 7/12' x breadth 39 1/12' x depth 15 9/12'
Gross Tonnage: 1575 ton","John Kelly Ltd, Belfast",,,"Yard Number: 903
Official Number: 5491390

Aberdeen Press & Journal, Thursday 15 November 1962:
'The BALLYRORY, a self-trimming motor collier and the last vessel on the order books of Hall, Russell & Co. Ltd., Aberdeen, was launched yesterday afternoon.
With the launching of this vessel Aberdeen's shipyards are almost denuded of construction work, as John Lewis & Sons Ltd., have only two small trawlers on their books, one of which is already well in hand.
Hall, Russell and Company have still a good list of fitting out work, but apart from the two trawlers Lewis are already having to depend on repair work, and the immediate outlook for new contracts is bleak.
Although Hall, Russell & Co. have no other....it was stated yesterday that there would be no immediate big pay-off.
The BALLYRORY, named by Mrs J S Kennedy, wife of the managing director of the owning company, is the second of the identical vessels built to the order of John Kelly Ltd., Belfast.
Designed as a self-trimming collier and as a general cargo carrier for coastwise trading between the North of Ireland, British ports and on the short international runs, the BALLYRORYwill eventually follow into service the BALLYRUSH, which completed loaded trials on the Clyde last week.
The BALLYRORY will have a total deadweight capacity of about 2000 tons and the machinery will be arranged aft.  There are three cargo holds.
The BALLYRORY makes a towering background for the picture of the platform party before the launching.'

Renamed: SAMOS LUCK 1983; LUCK 1984; TRUST 1992; SOUHA (1992, Flag: Lebanon, Owners: Trust Shipping Co., Managers: Congress Maritime Co.)

Sold in 1983.

In Lloyds 2010, Ballyrory is still listed as being called Souha and classed as a general cargo ship. Owners or country not known."
BALLYRUSH,1962,COLLIER,"Hall, Russell & Company, Limited",,5034915,,101617,"length 240 7/12' x breadth 39 1/12' x depth 15 9/12'
gross tonnage 1575 ton",,"John Kelly Ltd, Belfast",,"Yard Number: 902
Motor Collier

Engines: Polar Oil Engine 2SA 8 cylinder 340x570, 1520BHP, Nydqvist & Holm, Trollhatten
Construction: Riveted and Welded

Laid Up Survey Overdue July 1985
Classed LR until 22/11/1986 (class withdrawn)

Renamed: OTTERBURN (1985); STINA STAR (1986); POLLY C. (1988); POLLY ANNA (1989); MED PRINCE (1991); KARIM (1992); HAIDAR 3 (1995); HAIDAR S (2003)

BALLYRUSH was one of two motor colliers built for J. Kelly & Sons, Belfast by Hall Russell, the other was BALLYRORY. Hall Russell had built two similar vessels for the company in the late 1950s. BALLYRUSH and BALLYRORY were the last two ships with the frame and shell riveted in the yard. The plate edges were welded. they were also the last to have the mid island design incorporated with engine and crew accommodation at the aft end and bridge, Captaions, Mates cabins forward (the modern coaster has everything at the aft end). 

1985: Sold and Owned by J Marshall & Son, Sunderland and renamed OTTERBURN.
1986: Sold to Oxley Marine Services (Soreil Shipping Gibraltar) as general cargo carrier.
1988: Name changed to POLLY C, same owners. Then renamed POLLY ANNA, no known owners but registered in Valletta, Malta.
1991/92: Renamed MED PRINCE, owners not listed in Lloyd's Register.
1992: Renamed KARIM for Nobus Ltd, Kingstown, St. Vincent & Grenadines.
1995: Sold to Sohil Othman Delta Marine Transport, Lattakia, Syria and renamed HAIDAR 3.
2003: Renamed HAIDAR S for same owners.

Broken up in Syria, June 2003
Source: shipspotting.com

Aberdeen Press & Journal, Thursday 13 September 1962:
'Collier dwarfs launch party - The BALLYRUSH, a collier and general cargo carrier, built for John Kelly Ltd., Belfast, towers above the guests in this pre-launch picture at the yard of the Aberdeen shipbuilding firm Hall, Russell and Co. Ltd., yesterday.
The vessel, which was launched by Mrs E W P King, wife of the chairman of the owning company, is similar to the BALLYLORAN and BALLYLESSON built a few years ago by Hall, Russell's for the same owners.'
"
BALMEDIE,1906,STEAM TRAWLER,"Hall, Russell & Company, Limited",,,,101126,"length 115' x breadth 21.9' x depth 13'
gross tonnage: 205 ton",,"Balgownie Steam Trawl Fishing Company Limited, Aberdeen",,"BALMEDIE A113
Yard Number: 416

August 1914: Requisitioned and converted to minesweeper.  
1915: Deployed to Mediterranean.
27 April 1915: Sunk in collision - Dardanelles."
BALMORAL,1878,"STEAMER, CARGO","Hall, Russell & Company, Limited",,77442,IRON,100884,"length 220' 7"" x breadth 29' 1"" x depth 16'
Gross Tonnage: 979 ton","J & A Davidson, Aberdeen",,,"Yard Number: 209
Iron screw steamer Brigantine rigged

Registered at Aberdeen 27 February 1878

Description: 1 deck, 2 masts, brigantine rigged, eliptical stern, clench built, iron frame. 2 inverted direct acting compound surface condensing engines made by Hall Russell & co. Aberdeen.
(Source: Aberdeen Register of Shipping (Aberdeen City Archives))

Initial owners: James Davidson and Alexander Davidson, merchants, Aberdeen (jointly).
20 September 1878: very small packages of shares sold to 22 individuals with Davidsons owning 23 shares jointly.
21 October 1878: 5 shares sold by Davidsons to 3 individuals.
24 March 1879: Davidsons sold 2 shares to William Hunter, draper, Forfar.
25 September 1879: Davidsons sold 4 shares
14 October 1879: Davidsons sold 1 share, Davidsons now with 11 shares remaining.

1878-79: Master C. Davidson
1881-82: Master W. Watson, surveyed at Shields
1883-84: Master J. Steel
1884-85: Owners Davidson Steamship Co. Ltd., Master J. Steel

26 June 1884: Ran ashore 60 miles north of Tromso, Norway while on passage from Archangel to UK and became a total loss.

Glasgow Herald, 01/07/1884:
The British steamer BALMORAL, Captain John Hill, of Aberdeen, is reported by telegraph to have gone ashore at Nordbolu, about 60 English miles from Tromso, and will probably be a total wreck.  She overhangs forward nine feet. The tide flows in and out of her.  Assistance has been sent to her from Tromso."
BALNACRAIG,1883,"STEAMER, CARGO","Hall, Russell & Company, Limited",,,,100903,"length 250 7/12' x breadth 34 1/12' x depth 25 1/12'
Gross Tonnage: 1629 ton","J & A Davidson, Aberdeen",,,"Yard Number: 228

Sold to Grampian Steamship Co. Ltd Aberdeen in February 1886.

11 December 1886 - sank off North Foreland, Kent after a collision with CATO (?) while on passage from Antwerp to London. Sister ship the BALLATER was lost in collision with the CATO in August 1886.

Newcastle Courant, 14/9/1883:
South Shields - John Shivas, steward of screw steamer BALNACRAIG, from Roven, fined £1.12s.6d for having smuggled 3 3/4lbs of Cavendish tobacco.

Aberdeen Weekly Journal, 13/12/1886:
BALNACRAIG, steamer, of Aberdeen, Antwerp for London, sank at 5 o'clock Friday evening 15 miles ENE of North Foreland after collision with KARO (Official #68921), steamer, of Sunderland, St. Petersburg for Batom with iron. Crew & passengers were saved. BALNACRAIG had been chartered from the Grampian Steamship Co. (Adam & Co., Aberdeen, managers) by Prescott & Weston, London, for the Mediterranean trade. During past few months she had been engaged in that trade and was bound for Mediterranean after London. She was built as cost of £26,000, is insured for £16,000 and was commanded by Capt. Purves. KARO arrived Gravesend early Saturday with port bow very severely damaged and fore compartment full of water."
BALNAGASK,1903,STEAM TRAWLER,"Hall, Russell & Company, Limited",,,,101071,"length 108 3/12' x breadth 21 7/12' x depth 12 1/12'
Gross Tonnage: 190 ton","Balgownie Steam Fishing Company Limited, Aberdeen",,,"Yard Number: 365

Renamed: NERE AINGERUA

The trawler BALNAGASK went aground on Urie Baa, Fair Isle on 11 October 1910.  She was refloated the next day and towed back to Aberdeen by the salvage vessel OCEAN BRIDE.

After becoming NERE AINGERUA (or possibly NORA AINGUERUA), the ship was sold to Caille & Cie.,  Brest and renamed SAINT MATHIEU. 

On January 6, 1918, the trawler, which was certainly armed and possibly in naval service, was shelled and sunk off Ile d’Yeu, Bay of Biscay by U 22.: 
http://www.uboat.net/wwi/ships_hit/5730.html
[Thanks to Michael Lowrey for details]"
BAMBOROUGH CASTLE,1944,CORVETTE,John Lewis & Sons,,,STEEL,99157,"length 225' x breadth 36' 6"" x depth 17'6""",,Admiralty,,"Yard Number: 177
Castle Class Corvette

Engine no. 253, boilers by Babcock and Wilcox, Renfrewshire.
Launched 17th January 1944.
Full power trial in Torry Dock, 25 April 1944.

Arrived Rees Llanelly 11th November 1944 to be broken up.

"
BANCHORY,1825,BRIGANTINE,A. HALL & Co.,,,WOOD,99963,gross tonnage 129 tons,,,,"Yard Number: 44
Date of Build/Launch: March 1825

1 deck, 2 masts, snow rigged, standing bowsprit, square stern, carvel built, no figurehead.
Subscribing Owners in 1825: John Webster, 4 shares; James Nicol, 4 shares; both Advocates; John Morgan, Shipmaster, 8 shares.
Other Owners in 1825: Peter Nicol, Old Aberdeen, 12 shares; Alexander Nicol, Merchant, 16 shares, plus other not named.
Master in 1825 John Morgan
(Source Aberdeen Register of Shipping (Aberdeen City Archives))

1826: Master J. Morgan; Owner Hill; Voyage London Coasting
1827-28: Master J. Morgan; Owner Hall & Co.; Voyage Cork - Liverpool
1830-32: Master J. Morgan; Owner Hall & Co.; Voyage Leith Coasting
1833-34: Master J. Morgan; Owner Hall & Co.; Voyage London Coasting
1836: Owner Alexander Nicol, merchant, and James Nicol, advocate and Matthew Smith, shipmaster
1839-41: Master Alexander; Owner A. Nicol; Voyage London - Aberdeen
1843-46: Master M. Mouet; Owner A. Nicol; Voyage Aberdeen Coasting
1847: No trace in Lloyd's Register
(Source Lloyd's Register of Shipping)

A refit was completed in September 1838 by A. Hall & Co., which consisted of new topsides, and new decks and covering boards and a billet figurehead.
(Source: Aberdeen Register of Shipping (Aberdeen City Archives))

Aberdeen Journal, 31/12/1845:
To be sold by public roup (if not previously by private bargain) all & whole the brig BANCHORY, 122 tons register new measurement or 125 o.m. She got new topsails a few years ago and is otherwise in good repair and well found. Is expected to arrive here with coals in a few days. Particulars from A. and N. Nichol, 60 Marischal Street, Aberdeen."
BANCHORY,1877,"STEAMER, CARGO","Hall, Russell & Company, Limited",,70460,,100879,"length 174.8' x breadth 26.1' x depth 14.5'
gross tonage 372 tons",,J & A Davidson,,"Yard Number: 204
Date of Build/Launch: March 1877

Renamed: GOMES VII (1891)

Port of Registry - Aberdeen.
Surveyed March 1880 ... Shields?

Description: 1 deck, 2 masts, schooner rigged, round stern, clench built, iron frame, 2 compound inverted direct acting engines built by Hall Russell & Co., Aberdeen.
(Source: Aberdeen Shipping Register (Aberdeen City Archives))

Lloyd's Register:
1881-2: Master R. Bissett
1883-4: Master G. Dawson
Feb 1883: Surveyed.
1884-5: Master as before, Owner as before.

February 1886: Sold to Grampian Steamship Co. Ltd.
March 1891: Sold to A Gomes, Lisbon and renamed GOMES VII.
1 March 1893: Ran ashore on Oporto Bar, while in bound from Lisbon and later broke in two.

Aberdeen Weekly Journal, 12/1/1880:
In Aberdeen J.P. Court John Wilson, fireman, was charged with having smuggled 1lb 6oz of cigars from steamer BANCHORY, which arrived from Libau (Russia). When discovered on the quay, accused endeavoured to resist the officer. Fined £1.17.6 with 9s expenses or 14 days.

Aberdeen Weekly Journal, 28/7/1880:
To herring merchants & curers - the fast sailing Aberdeen steamer BANCHORY will sail from Aberdeen 31 July or 2 August, taking cargo for Stettin and Danzig. J & A Davidson, Provost Blakie's Quay. [Identical advertisement A.W.J., 4/8/1885].

The Star (St. Peter Port), 27/4/1882:
A valuable binocular glass was presented at Aberdeen to Robert Sissett, late master of steamer BANCHORY & gold chronometer watch to John Scroggie, mate, gifts of the German government in recognition of saving crew of German ship ALMAINE during storm of 27 July 1881.

York Herald, 12/1/1883:
BANCHORY, steamer, trading between Liverpool, Stromness, Aberdeen and Leith, stranded near Stromness yesterday, but afterwards floated and arrived Stromness apparently undamaged.

Aberdeen Weekly Journal, 27/8/1886:
BANCHORY, steamer, of Aberdeen, whilst being laden in river Tyne, took ground aft and heeled over. Cabin ports being opened, she filled. Water was speedily pumped out and vessel got once more afloat, but her cargo of coal had to be discharged. No further damage beyond interior being flooded with water. Commanded by Capt. Keith.

Aberdeen Weekly Journal, 19/12/1887: BANCHORY, steamer for Swansea, returned to Plymouth with end of shaft broken.

Northern Echo, 5/1/1889:
BANCHORY, steamer, for Havre & EMILY, schooner from Runcorn, damaged in collision at Swansea - former returned to port.

Aberdeen Weekly Journal, 31/5/1889:
Death of Capt. Reid, well known master of Grampian Line steamer BANCHORY, at Hebburn on Tyne in his 51st year. Had been in indifferent health for some weeks. Previously skipper of SLOOPS SPEED & ROB ROY. Body conveyed to Aberdeen on board steamer EARL OF ABERDEEN. Much loved by his friends and his seamen unanimous in expression of sorrow and sympathy with his widow and family.

Northern Echo, 20/3/1890:
London - steamer BANCHORY, beached in long reach last Saturday, after collision, has been refloated.

Glasgow Herald, 12/3/1891:
Iron screw steamer BANCHORY, owned by Messrs Adam & Co. of Aberdeen, has just changed hands at price of £6500."
BANGARTH,1951,TUG,A. HALL & Co.,,185421,STEEL,100658,"length 96 3/12' x breadth 26 7/12' x depth 12 9/12'
Gross Tonnage: 231 tons",,Rea Towing Co.,,"Yard Number: 740

Sister ship to AYSGARTH and APPLEGARTH (for same owners).
Port of Registry Liverpool - ""for towing services"".
No change in name or owner.
Lost 4 miles off Strumble Head, 23 October 1969, whilst in tow from Liverpool to Antwerp."
BANNERDALE,1907,,DUTHIE TORRY,,,STEEL,99761,,"Bookless Bros. S T & F Co. Ltd, Aberdeen, A127",,,"Yard Number: 301

Renamed: THORZE

"
BARBARA,1817,BRIGANTINE,A. HALL & Co.,,,WOOD,99939,"length 75'9"" x breadth 22'9"" x depth 13'3""
gross tonnage 164 tons (165 tons according to Lloyd's Register)",,,,"Rig: BRIGANTINE
Yard Number: 21

Owner: Anthony Wilson, Merchant, Aberdeen

Cost £1,532; £9-10/- per ton
13 foot draught when loaded
Registered Aberdeen

1819: Master I. Wilson; Owner the Captain and others
1820/21: Voyage Plymouth-London
1822/23: Captain D. Smith; Voyage London - Quebec / London - Brazil
1824: Owner A. Forbes; Voyage London - Brazil
1825: Captain Greath'd (Greathead?); Owner J. Thomson; Voyage London - Rio de Janeiro
1826: Master Collett
1827: Master P. Callicott; Voyage London - Cape of Good Hope
1828: Master J. Pearson
1830/31: Master J. Dunn; Voyage Liverpool - Cape of Good Hope
1832/33: Voyage London - Cape of Good Hope

1834-38: No information (gap in Lloyd's Registers available)

1839/40/41, 1843: Master Mellanby; Owner General Shipping Company; Registered Stockton; Voyage London - Stockton
1845: Master J. Joss; Owner J. Joss; Stockton Coaster

No further mention in Lloyd's Register of Shipping.

Caledonian Mercury, 3/7/1820:
Aberdeen - The fine brig BARBARA, Wilson master, of this place, supposed to be lost, was spoke off Rattray Head, 3 months from St. Johns, New Brunswick for Dundee, having sailed last day of November. She got into Lerwick on 22 February after 83 days at sea during which, Capt. Wilson writes, he had experienced the most tempestuous weather, so that himself and the crew were very nearly exausted in consequence of extreme fatigue, increased by want of provisions. They were for some time reduced to an allowance of 8 buscuits and a little water to each man per day.

Aberdeen Journal, 15/3/1822:
For sale by public roup at Lemon Tree tavern 24 May shipping shares belonging to sequestered estate of Anthony Wilson, merchant in Aberdeen...5/48 of brig BARBARA."
BARBARA,1829,HERMAPHRODITE,RENNIE,,,WOOD,100752,"length 60' x breadth 18 5/6' x depth 10'
registered tonnage 90 tons","Alexander Adam, shoemaker, William Rennie, shipbuilder, and James Tulloch, shipmaster.",,,"Rig: HERMAPHRO
Launched in March 1829

Built in 1829 but only recorded in the Shipping Registers on 12/04/1830 .

Built with Birch & Oak and listed in Lloyds in 1840 as a Schooner.

1 Deck, 2 Masts, Hermaphrodite Rigged, Standing Bowsprit, Square Sterned, Carvel British built, no Galleries or Figurehead. 

Owners: 
Alexander Adam, Shoemaker 10/64, William Rennie, Shipbuilder 10/64 and James Tulloch, Shipmaster 4/64 plus other sundry owners.

Other Shareholders in 1830:
James Hector, Salmon Dealer, 10 shares; William Mathews, Leather Merchant, 4 shares; Charles Robertson, Blacksmith, 4 shares; William Harrow, Flesher, 4 shares; William Bisset, Merchant, 4 shares; all Aberdeen. James Hector Jnr., Hilltown, Raffan, Banffshire, 10 shares; John Hector, Salmon Dealer in Torry, 4 shares.

(Source: Aberdeen Register of Shipping (Aberdeen City Archives))

Masters: 1830 James Tulloch; 1835 Charles Robertson; 1839 to 1841 Charles Robertson.  

In 1839 owner Riddock; Registered in Alloa in 1840; Route 1839/1841 Aberdeen/Alloa.

Wrecked Dunbar, 06/11/1835:
The BARBARA, registered in Alloa, was wrecked 3 miles East of Dunbar - cargo iron, Capt. Robertson.
(Source: 'Off Scotland' by Ian Whittaker)
"
BARBARA  ALLAN,1836,BRIG,A. HALL & Co.,,,WOOD,99996,"length 70' x breadth 19.4'
gross tonnage 143 tons","Alexander Nicol, Matthew Smith and James Nicol",,,"Yard Number: 77

1 deck, 2 masts and a topsail, brigantine rigged, standing bowsprit, square stern, carvel built, female bust figurehead
(Source: Aberdeen Register of Shipping (Aberdeen City Archives))

Registered 29 November 1836

Cost £1,420.

Owners: Alexander Nicol, merchant and Matthew Smith, shipmaster and James Nicol, advocate.

Registration cancelled - vessel totally lost 3 October 1837."
